arg,verb,sentence,verb_idx,label
contest,touch,It also promises to touch off a contest to succeed Mr. Sarni among the three group vice presidents .,4,1
state,touch,"In the past several elections , the Republicans have had a lock on victory by piecing together 109 electoral votes from Dixie -LRB- excluding Texas -RRB- , 107 from the West -LRB- excluding Hawaii -RRB- and enough from the Great Plains and a handful of other dependable GOP redoubts to get more than the 270 needed for election -- before even touching the populous industrial states and Texas .",61,1
news,absorb,"Robert K. Heady , publisher of Bank Rate Monitor , a North Palm Beach , Fla . , interest rate newsletter , said banks `` did n't jump through hoops to raise savings yields 24 hours after absorbing the news of the Federal discount rate . ''",38,1
scene,assault,The scenes two weeks ago of ordinary people in Krasnoyarsk verbally assaulting Mikhail Gorbachev because of the shortage of goods in the shops reflect how deep popular disappointment is over the results of `` perestroika '' thus far .,11,1
demand,cool,"Some say interest rates may have to rise further to cool domestic demand , while others say the problem is more deep-rooted and requires greater investment by United Kingdom industry .",10,1
capital,flow,"As in 1913 , private capital flows among the principal industrial economies are now huge relative to official reserves and to the underlying flow of commodity trade .",6,1
essential,grasp,"As a Journal editorial writer in the 1970s , he was among the first to grasp the essentials of supply side economics .",15,1
celebration,kick,"The opening salvo came on Memorial Day , when the Guard kicked off a celebration of its 75th year at Camp Grayling .",11,1
music,pour,Salsa and rap music pour out of the windows .,4,1
money,pump,"London , freed from foreign-exchange controls in 1979 , has become a world financial center , pumping more than twice as much money into the country now as North Sea oil .",18,1
oil,pump,"In the year ended March 31 , North Sea oil pumped # 8.2 billion into government coffers .",10,1
quayle,stumble,But Sen. Quayle stumbled twice during the day trying to explain his decision to enter the National Guard in 1969 during the Vietnam War .,3,1
sulfur,absorb,"An Energy Department spokesman says the sulfur dioxide might be simultaneously recoverable through the use of powdered limestone , which tends to absorb the sulfur .",22,0
light,absorb,The yellow beta carotene pigment absorbs blue -LRB- not yellow -RRB- laser light .,5,0
sunlight,absorb,Mr. Gallas says he began looking into melanin about five years ago when he was working on solar energy and was looking for materials that absorb sunlight .,25,0
wife,assault,Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife .,13,0
ship,attack,"From the 14th century to Corregidor in 1942 , such forts had to be taken by storm before attacking ships could pass .",18,0
snag,attack,"Insects begin attacking the snags almost immediately after a fire , and the charred trunks are likely to be toppled by the wind .",2,0
ship,attack,"-- The other day , U.S. helicopters fired on Iranian gunboats that were preparing to attack a Panamanian ship near Farsi Island .",15,0
force,attack,"Prince Norodom Sihanouk , the former Cambodian leader , said this week he was withdrawing from the resistance because the Khmer Rouge continues to attack his forces along the Thai-Cambodia border .",24,0
liner,attack,"In Greece , an official said the terrorists who attacked the liner in the Aegean Sea may have been pro-Iranian Arabs trying to hijack it .",9,0
ship,attack,Phalanx can be overwhelmed when a ship is attacked by several missiles at once -LRB- the Stark was struck by two Exocets -RRB- .,8,0
target,attack,U.S. officials said evidence suggests that a Japanese terrorist arrested last month in New Jersey with homemade bombs was on his way to attack a target in New York City .,23,0
vessel,attack,The ship had n't attacked U.S.-flag vessels or been involved in mine-laying .,4,0
mother,attack,"Here in Masaya , supporters of a group known as the Mothers of Political Prisoners were brutally attacked by turbas in a well-documented incident in March .",17,0
crocus,attack,Sparrows used to have a rep for selectively attacking yellow crocuses such as `` E.A .,8,0
town,attack,"Iran said its jets bombarded an Iraqi military base and oil refinery in Baghdad , and Iraq said its forces attacked 10 Iranian towns .",20,0
militant,attack,Tamil militants attacked and set fire to two Moslem fishing villages in eastern Sri Lanka .,2,0
headquarters,attack,"In northern Nicaragua , Honduran jets attacked a Sandinista military headquarters .",6,0
iranians,attack,"Rioting Iranians attacked the Soviet Union 's Embassy in Tehran , accusing Moscow of supplying Iraq with missiles used in recent raids on Iran .",2,0
target,attack,The view contradicts administration claims that Moscow knew it was attacking a non-military target .,10,0
camp,attack,Pakistani cheating could prompt Moscow to declare the accords void or to attack Afghan-resistance camps in Pakistan .,12,0
platform,attack,"None of the Democratic leadership in the House or Senate was notified about the move , unlike when the U.S. ordered troops into Grenada in 1983 or last October when U.S. forces in the Persian Gulf attacked an oil platform that had been converted to a military facility .",36,0
